Token,POS
of,KN
ekonomiese,ASA
teistering,NA
,
die,LB
regering,NSE
kan,VTUOM
met,SVS
reg,NA
trots,ASP
wees,VTHOK
daarop,PB
dat,KO
ons,PEMP
die,LB
demografiese,ASA
samestelling,NSE
van,SVS
die,LB
staatsdiens,NSE
verander,VTHOG
het,VUOT
",",ZM
wat,PB
feitlik,BS
in,SVS
alle,THAO
opsigte,NSM
die,LB
karakter,NA
van,SVS
ons,PEMB
samelewing,NSE
weerspieël,VTHOG
.,ZE
,
verbuikers,NSM
wat,PB
nie,BS
tot,SVS
elektrisiteit,NM
via,SVS
die,LB
energienetwerk,NSE
grid,NSE
toegang,NA
het,VTHOG
nie,UPO
",",ZM
se,UPS
munisipaliteite,NSM
kan,VTUOM
hulle,PDMP
moontlik,BS
voorsien,VTHOG
van,SVS
'n,LO
energiestelsel,NSE
wat,PB
nie,BS
aan,SVS
die,LB
elektrisiteitsnet,NSE
gekoppel,VVHOG
is,VVUOP
nie,UPO
.,ZE
,
ons,PEMB
uitvoerprestasie,NSE
te,UPI
verbeter,VTHOG
",",ZM
met,SVS
die,LB
fokus,NSE
op,SVS
dienste,NSM
en,KN
vervaardigde,ASA
goedere,NSM
,
kommersiële,ASA
visvangs,NSE
behels,VTHOG
dat,KO
jy,PTENP
'n,LO
aktiwiteit,NSE
onderneem,VTHOG
wat,PB
met,SVS
visvangs,NSE
verband,NSE
hou,VTHOG
",",ZM
soos,UPV
om,SVS
seewatervis,NM
vir,SVS
handelsdoeleindes,NSM
uit,UPW
te,UPI
voer,VTHOG
.,ZE
,
let,VTHOO
wel,BS
:,ZM
,
rente,NM
op,SVS
obligasies,NSM
,
hulle,PDMP
is,VTHOK
ook,BS
bekend,ASP
as,KO
organiese,ASA
misstowwe,NSM
.,ZE
,
verrig,VTHOG
polisiëringsfunksies,NSM
van,SVS
operasionele,ASA
aard,NA
wat,PB
betrekking,NA
het,VTHOG
op,SVS
sektorpolisiëring,NA
in,SVS
stedelike,ASA
en,KN
plattelandse,ASA
gebiede,NSM
in,SVS
'n,LO
spesifieke,ASA
sektor,NSE
op,SVS
stasievlak,NSE
",",ZM
of,KN
sal,VTUOM
net,BS
dienste,NSM
in,SVS
gespesifiseerde,ASA
streke,NSM
binne,SVS
'n,LO
spesifieke,ASA
sektor,NSE
verrig,VTHOG
soos,UPV
deur,SVS
die,LB
bevelvoerder,NSE
bepaal,VTHOG
is,VVUOP
,
gelukkig,BS
het,VUOT
hierdie,PA
staatsrede,NSE
my,PEEDP
die,LB
geleentheid,NSE
gebied,VVHOG
om,SVS
verslag,NSE
te,UPI
doen,VTHOG
aan,SVS
die,LB
regering,NSE
en,KN
die,LB
mense,NSM
ten,SVS
opsigte,NSM
van,SVS
24,RS
top-prioriteite,NSM
",",ZM
wat,PB
vir,SVS
eerbare,ASA
lede,NSM
beskikbaar,ASP
sal,VTUOM
wees,VTHOK
op,SVS
die,LB
regering,NSE
se,UPS
webtuiste,NSE
gedurende,SVS
die,LB
verloop,NA
van,SVS
volgende,ASA
week,NSE
.,ZE
,
in,SVS
die,LB
gees,NA
van,SVS
"""",ZPL
besigheid,NSE
buitengewoon,ASP
"""",ZPR
",",ZM
het,VUOT
die,LB
kabinet,NSE
dus,BS
ooreenkomstig,SVS
besluit,VTHOG
op,SVS
'n,LO
aantal,NSE
veranderings,NSM
wat,PB
nodig,ASP
was,VVHOK
om,SVS
'n,LO
nuwe,ASA
",",ZM
moderne,ASA
",",ZM
doeltreffende,ASA
en,KN
getransformeerde,ASA
strafregstelsel,NSE
te,UPI
skep,VTHOG
.,ZE
,
hoe,PV
gereeld,BS
gaan,VTUOM
die,LB
inligting,NM
bygewerk,VVHOG
word,VTUOP
?,ZE
,
'n,LO
klein,ASA
deeltjie,NSED
hiervan,PB
is,VTHOK
die,LB
permanente,ASA
werksgeleenthede,NSM
wat,PB
deur,SVS
die,LB
uitgebreide,ASA
program,NSE
vir,SVS
openbare,ASA
werke,NSM
(,ZPL
epwp,RL
),ZPR
geskep,VVHOG
is,VVUOP
.,ZE
,
sleutel,VTHOG
in,SVS
veld,NSE
57,RS
van,SVS
vorm,NSE
tm1,RS
'n,LO
volledige,ASA
lys,NSE
in,UPW
van,SVS
al,THAO
die,LB
goedere,NSM
of,KN
dienste,NSM
waarvoor,PB
jy,PTENP
die,LB
handelsmerk,NSE
wil,VTUOM
gebruik,VTHOG
.,ZE
,
vangsstatistiek-dokumente,NSM
is,VTHOK
by,SVS
die,LB
departement,NSE
omgewingsake,NSM
en,KN
toerisme,NA
",",ZM
tak,NSE
:,ZM
mariene,ASA
en,KN
kusbestuur,NA
",",ZM
direktoraat,NSE
kus-,RWD
en,KN
diepseevisserybestuur,NA
te,UPI
kry,VTHOG
.,ZE
,
ons,PEMP
sal,VTUOM
ook,BS
voortgaan,VTHSO
om,SVS
'n,LO
bydrae,NSE
te,UPI
lewer,VTHOG
tot,SVS
die,LB
verwesenliking,NA
van,SVS
die,LB
doelwitte,NSM
van,SVS
die,LB
kyoto-protokol,NSE
op,SVS
klimaatsverandering,NA
en,KN
voortdurende,ASA
verbeterings,NSM
in,SVS
hierdie,PA
opsig,NSE
",",ZM
en,KN
om,SVS
meer,THAO
stukrag,NA
te,UPI
verleen,VTHOG
aan,SVS
die,LB
onderhandelings,NSM
oor,SVS
die,LB
wêreldhandelsorganisasie,NSE
se,UPS
doha,NEE
ontwikkelingsrondte,NSE
.,ZE
,
alhoewel,KO
sekere,ASA
vooruitgang,NA
gemaak,VVHOG
is,VVUOP
(,ZPL
naamlik,BS
"0,2%",RS
),ZPR
",",ZM
is,VTHOK
die,LB
situasie,NSE
minder,THBO
indrukwekkend,ASP
met,SVS
betrekking,NA
tot,SVS
mense,NSM
met,SVS
gebreke,NSM
wat,PB
vir,SVS
die,LB
regering,NSE
werk,VTHOO
",",ZM
gemeet,VVHOG
teen,SVS
die,LB
2%-teiken,NSE
wat,PB
ons,PEMP
vir,SVS
onsself,PEMW
gestel,VVHOG
het,VUOT
.,ZE
,
moet,VTUOM
toelaat,VTHSG
dat,KO
jou,PTEB
vingerafdrukke,NSM
geneem,VVHOG
word,VTUOP
",",ZM
en,KN
dat,KO
jy,PTENP
nie,BS
aan,SVS
'n,LO
oortreding,NSE
skuldig,BS
bevind,VTHOG
is,VVUOP
of,KN
vir,SVS
'n,LO
oortreding,NSE
vervolg,VTHOG
is,VVUOP
nie,UPO
,
daarom,PB
",",ZM
in,SVS
die,LB
gees,NA
van,SVS
"""",ZPL
besigheid,NSE
buitengewoon,ASP
"""",ZPR
",",ZM
is,VTHOK
die,LB
regering,NSE
van,SVS
plan,NSE
om,SVS
vanjaar,BS
die,LB
veldtog,NSE
te,UPI
verskerp,VTHOG
om,SVS
spesifieke,ASA
individuele,ASA
huishoudings,NSM
en,KN
individue,NSM
wat,PB
uiters,BS
swaarkry,VTHSO
",",ZM
te,UPI
identifiseer,VTHOG
en,KN
om,SVS
intervensies,NSM
in,UPW
te,UPI
stel,VTHOG
wat,PB
tydens,SVS
die,LB
tussenkomende,ASA
tyd,NM
sal,VTUOM
bydra,VTHSO
om,SVS
die,LB
verknorsing,NSE
in,SVS
daardie,PA
individuele,ASA
huishoudings,NSM
te,UPI
verlig,VTHOG
.,ZE
,
sommige,THAO
assesseringskodes,NSM
is,VTHOK
meer,THBO
gepas,ASP
vir,SVS
sekere,ASA
doeleindes,NSM
as,KO
ander,PO
.,ZE
,
ons,PEMP
wil,VTUOM
graag,BS
van,SVS
die,LB
geleentheid,NSE
gebruik,NA
maak,VTHOG
om,SVS
die,LB
mense,NSM
en,KN
leierskorps,NM
van,SVS
zambië,NEE
",",ZM
ghana,NEE
en,KN
die,LB
verenigde,ASA
state,NSM
van,SVS
amerika,NEE
geluk,NA
te,UPI
wens,VTHOG
met,SVS
verkiesings,NSM
wat,PB
simbolies,BS
die,LB
nougesette,ASA
grense,NSM
van,SVS
hul,PDMB
lande,NSM
oorgesteek,VVHOG
het,VUOT
.,ZE
,
'n,LO
maatskaplikesekerheidsbelasting,NM
waaruit,PB
basiese,ASA
aftreevoordele,NSM
en,KN
voordele,NSM
in,SVS
die,LB
geval,NSE
van,SVS
dood,NM
",",ZM
ongeskiktheid,NM
en,KN
werkloosheid,NM
bekostig,VTHOG
kan,VTUOM
word,VTUOP
.,ZE
,
bewusteloos,ASP
is,VTHOK
,
elke,PO
leerareaverklaring,NSE
se,UPS
assesseringstandaarde,NSM
toon,VTHOG
hoe,PB
konseptuele,ASA
en,KN
vaardigheidsontwikkeling,NA
oor,SVS
tyd,NM
heen,BS
kan,VTUOM
plaasvind,VTHSO
.,ZE
,
die,LB
bedrag,NSE
sal,VTUOM
nie,BS
na,SVS
die,LB
volgende,ASA
maand,NSE
oorgedra,VVHOG
word,VTUOP
nie,UPO
.,ZE
,
maatskappy,NSE
:,ZM
heg,VTHOG
'n,LO
kopie,NSE
van,SVS
die,LB
akte,NSE
van,SVS
oprigting,NSE
aan,UPW
(,ZPL
insluitende,SVS
kopieë,NSM
van,SVS
al,THAO
die,LB
geregistreerde,ASA
spesiale,ASA
besluite,NSM
wat,PB
die,LB
akte,NSE
van,SVS
oprigting,NSE
wysig,VTHOG
),ZPR
,
by,SVS
ontvangs,NA
van,SVS
die,LB
ingevulde,ASA
aansoekvorm,NSE
sal,VTUOM
ons,PEMP
'n,LO
veeartseny-invoerpermit,NSE
en,KN
'n,LO
eksemplaar,NSE
van,SVS
'n,LO
veeartsenykundige,ASA
gesondheidsertifikaat,NSE
uitreik,VTHSG
en,KN
dit,PDOENP
regstreeks,BS
aan,SVS
jou,PTEDP
stuur,VTHOG
.,ZE
,
spesifieke,ASA
intervensies,NSM
wat,PB
op,SVS
hierdie,PA
huishoudings,NSM
betrekking,NA
het,VTHOG
",",ZM
moet,VTUOM
identifiseer,VTHOG
en,KN
implementeer,VTHOG
,
as,KO
'n,LO
werknemer,NSE
se,UPS
bruto,ASA
besoldiging,NM
of,KN
die,LB
jaarlikse,ASA
ekwivalent,NSE
daarvan,PB
minstens,BS
r2,RS
000,RS
bedra,VTHOK
en,KN
nie,BS
die,LB
belastingdrumpel,NSE
oorskry,VTHOG
nie,UPO
.,ZE
,
en,KN
ons,PEMP
hoop,VTHOG
hierdie,PA
keer,NSE
dat,KO
hernude,ASA
pogings,NSM
deur,SVS
die,LB
internasionale,ASA
gemeenskap,NSE
om,SVS
blywende,ASA
oplossings,NSM
vir,SVS
hierdie,PA
konflik,NA
te,UPI
vind,VTHOG
",",ZM
vrugte,NSM
sal,VTUOM
afwerp,VTHSG
sodat,KO
die,LB
israeliete,NSM
en,KN
die,LB
palestyne,NSM
as,KO
bure,NSM
vrede,NA
en,KN
sekuriteit,NA
kan,VTUOM
geniet,VTHOG
binne,SVS
hul,PDMB
soewereine,ASA
gebiede,NSM
.,ZE
,
bevorder,VTHOG
die,LB
stel,NA
van,SVS
algemene,ASA
standaarde,NSM
;,ZM
,
klas,NSE
iv-klagte,NSE
:,ZM
'n,LO
klagte,NSE
wat,PB
beweer,VTHOG
dat,KO
'n,LO
lid,NSE
van,SVS
die,LB
sapd,RL
of,KN
mpd,RL
'n,LO
ander,ASA
oortreding,NSE
as,KO
bogenoemde,ASA
begaan,VTHOG
het,VUOT
",",ZM
of,KN
'n,LO
wandaad,NSE
gepleeg,VVHOG
het,VUOT
wat,PB
nie,BS
die,LB
dood,NM
van,SVS
of,KN
ernstige,ASA
liggaamlike,ASA
leed,NM
aan,SVS
iemand,PO
tot,SVS
gevolg,NSE
gehad,VVHOG
het,VUOT
nie,UPO
.,ZE
,
dit,PDOENP
sal,VTUOM
dan,BS
gepubliseer,VVHOG
word,VTUOP
.,ZE
,
die,LB
afdeling,NSE
",",VTHOG
magtiging,NA
om,SVS
aansoek,NSE
te,UPI
doen,VTHOG
",",VTHOG
moet,VTUOM
ingevul,VVHOG
word,VTUOP
deur,SVS
die,LB
persoon,NSE
(,ZPL
alleeneienaar,NSE
",",VTHOG
direkteur,NSE
",",VTHOG
vennote,NSM
",",VTHOG
lid,NSE
",",VTHOG
trustee,NSE
of,KN
persoon,NSE
wat,PB
die,LB
besigheid,NSE
bestuur,VTHOG
),ZPR
wat,PB
aansoek,NSE
doen,VTHOG
om,SVS
registrasie,NSE
as,KO
'n,LO
invoerder,NSE
.,ZE
,
meld,VTHOG
asseblief,BS
op,SVS
die,LB
aansoekvorm,NSE
of,KO
die,LB
permit,NSE
afgehaal,VVHOG
sal,VTUOM
word,VTUOP
en,KN
of,KO
dit,PDOENP
aan,SVS
jou,PTEB
gepos,VVHOG
moet,VTUOM
word,VTUOP
.,ZE
,
by,SVS
ontvangs,NA
van,SVS
die,LB
vorm,NSE
sal,VTUOM
die,LB
klerk,NSE
jou,PTEB
aansoek,NSE
na,SVS
die,LB
landdros,NSE
stuur,VTHOG
.,ZE
,
die,LB
hoeveelheid,NSE
of,KN
hoeveelhede,NSM
,
volgehoue,ASA
navorsing,NM
en,KN
konsultasie,NSE
oor,SVS
die,LB
omvattende,ASA
maatskaplikesekerheidstelsel,NSE
",",ZM
insluitend,SVS
die,LB
kwessie,NSE
van,SVS
nasionale,ASA
mediese,ASA
versekering,NA
,
dieselfde,PB
geld,VTHOO
ook,BS
vir,SVS
alle,THAO
kliënte,NSM
van,SVS
absa,RK
",",ZM
fnb,RL
",",ZM
nedbank,NEE
en,KN
standard,NEE
bank,NSE
wat,PB
die,LB
internetbankdiens,NSE
gebruik,VTHOG
.,ZE
,
kry,VTHOG
die,LB
jongste,AOA
gesondheidsvereistes,NSM
by,SVS
die,LB
direktoraat,NSE
dieregesondheid,NA
aangesien,KO
die,LB
vereistes,NSM
gereeld,BS
verander,VTHOO
.,ZE
,
lewensoriëntering,NA
,
ek,PEENP
het,VUOT
'n,LO
oomblik,NSE
geneem,VVHOG
om,SVS
te,UPI
rus,VTHOO
",",ZM
om,SVS
vlugtig,BS
na,SVS
die,LB
roemryke,ASA
vista,NSE
rondom,SVS
my,PEEDP
te,UPI
kyk,VTHOO
",",ZM
om,SVS
terug,UPW
te,UPI
kyk,VTHOO
oor,SVS
die,LB
afstand,NSE
wat,PB
ek,PEENP
al,BS
afgelê,VVHOG
het,VUOT
.,ZE
,
indien,KO
jy,PTENP
binne,SVS
gemeenskap,NA
van,SVS
goedere,NSM
getroud,VVHOG
is,VVUOP
en,KN
jou,PTEB
huweliksmaat,NSE
raak,VTHOK
insolvent,ASP
",",ZM
word,VTHOK
jy,PTENP
volgens,SVS
die,LB
insolvensiewet,NSE
",",ZM
1936,RS
",",ZM
ook,BS
insolvent,ASP
.,ZE
,
alle,THAO
huwelike,NSM
wat,PB
ingevolge,SVS
die,LB
gewoontereg,NA
voltrek,VTHOG
is,VVUOP
nadat,KO
die,LB
wet,NSE
in,SVS
werking,NA
getree,VVHOO
het,VUOT
",",ZM
is,VTHOK
binne,SVS
gemeenskap,NA
van,SVS
goedere,NSM
.,ZE
,
die,LB
kriteria,NSM
(,ZPL
of,KN
assesseringstabel,NSE
),ZPR
wat,PB
die,LB
onderwyser,NSE
gebruik,VTHOG
om,SVS
leerderprestasie,NSE
te,UPI
beskryf,VTHOG
;,ZM
,
indien,KO
die,LB
said,RL
nie,BS
tevrede,ASP
is,VTHOK
nie,UPO
",",ZM
kan,VTUOM
hulle,PDMP
'n,LO
hersiene,ASA
beraming,NSE
aanvra,VTHSG
.,ZE
,
en,KN
nou,BS
",",ZM
15,RS
jaar,NSE
na,SVS
die,LB
aanvang,NA
van,SVS
ons,PEMB
demokrasie,NSE
",",ZM
kan,VTUOM
ons,PEMP
bevestig,VTHOG
dat,KO
die,LB
vrees,NA
",",ZM
onsekerheid,NA
en,KN
weersin,NA
wat,PB
100,RS
jaar,NSE
gelede,BS
'n,LO
eksklusiewe,ASA
en,KN
bedrieglike,ASA
vrede,NA
onder,SVS
koloniale,ASA
meesters,NSM
geskep,VVHOG
het,VUOT
",",ZM
nie,BS
net,BS
ongegrond,ASP
was,VVHOK
nie,UPO
",",ZM
maar,KN
ook,BS
waarlik,BS
misplaas,ASP
was,VVHOK
.,ZE
,
maar,KN
ons,PEMP
moet,VTUOM
ook,BS
gebruik,NA
maak,VTHOG
van,SVS
die,LB
spesiale,ASA
registrasie-naweek,NSE
wat,PB
deur,SVS
die,LB
verkiesingskommissie,NSE
van,SVS
suid-afrika,NEE
(,ZPL
die,LB
ovk,RL
),ZPR
gereël,VVHOG
is,VVUOP
",",ZM
naamlik,BS
môre,BS
en,KN
sondag,NEE
",",ZM
onderskeidelik,BS
die,LB
7de,RS
en,KN
8ste,RS
februarie,NEE
.,ZE
,
daarom,PB
is,VVUOP
ons,PEMP
gedwing,VVHOG
om,SVS
ons,PEMB
vooruitsigte,NSM
met,SVS
betrekking,NA
tot,SVS
groei,NA
en,KN
werkskepping,NA
af,UPW
te,UPI
skaal,VTHOG
.,ZE
,
die,LB
krag,NA
van,SVS
ons,PEMB
politieke,ASA
verbintenis,NSE
tydens,SVS
hierdie,PA
tyd,NM
van,SVS
die,LB
verkiesingstryd,NA
-,ZM
wat,PB
ons,PEMP
almal,PO
saamstem,VTHSO
waardig,BS
en,KN
vredevol,BS
moet,VTUOM
afloop,VTHSO
-,ZM
is,VTHOK
inderdaad,BS
die,LB
beste,AOA
waarborg,NSE
van,SVS
die,LB
volgehoue,ASA
oorlewing,NA
en,KN
verdieping,NA
van,SVS
ons,PEMB
demokrasie,NSE
.,ZE
,
die,LB
minimum,ASA
vereistes,NSM
vir,SVS
'n,LO
rapport,NSE
is,VTHOK
:,ZM
,
die,LB
stad,NSE
of,KN
dorp,NSE
waarin,PB
die,LB
besigheid,NSE
geleë,ASP
is,VTHOK
,
indien,KO
die,LB
oorledene,NSE
buite,SVS
suid-afrika,NEE
te,UPI
sterwe,VTHOO
gekom,VVHOO
het,VUOT
maar,KN
eiendom,NSE
in,SVS
suid-afrika,NEE
agtergelaat,VVHOG
het,VUOT
asook,KN
/,RS
of,KN
enige,PO
dokument,NSE
wat,PB
'n,LO
testament,NSE
is,VTHOK
of,KN
bedoel,ASP
was,VVHOK
om,SVS
'n,LO
testament,NSE
te,UPI
wees,VTHOK
.,ZE
,
die,LB
integrasie,NA
van,SVS
hierdie,PA
taalaspekte,NSM
deur,SVS
die,LB
skep,NA
en,KN
interpretasie,NSE
van,SVS
tekste,NSM
is,VTHOK
dus,BS
'n,LO
sentrale,ASA
beginsel,NSE
van,SVS
die,LB
tale-leerareaverklaring,NSE
.,ZE
,
hoe,PB
rekordboeke,NSM
/,RS
verslagboeke,NSM
gehou,VVHOG
moet,VTUOM
word,VTUOP
en,KN
die,LB
toeganklikheid,NSE
en,KN
sekuriteit,NA
daarvan,PB
;,ZM
,
kategorieë,NSM
vir,SVS
registrasie,NSE
is,VTHOK
:,ZM
,
voorlopige,ASA
belastingbetalings,NSM
geskied,VTHOO
op,SVS
'n,LO
sesmaandelikse,ASA
basis,NSE
.,ZE
,
verbandhoudende,ASA
inligting,NM
,
opbouende,ASA
terugvoering,NA
",",ZM
wat,PB
kommentaar,NSE
oor,SVS
die,LB
leerder,NSE
se,UPS
prestasie,NSE
in,SVS
verhouding,NSE
tot,SVS
klasmaats,NSM
en,KN
die,LB
leerder,NSE
se,UPS
vorige,ASA
prestasie,NSE
ten,SVS
opsigte,NSM
van,SVS
die,LB
vereistes,NSM
van,SVS
die,LB
leerprogramme,NSM
of,KN
leerareas,NSM
behoort,VTUOM
te,UPI
bevat,VTHOG
.,ZE
,
"""",ZPL
dit,PDOENP
was,VVHOK
'n,LO
plek,NSE
waarin,PB
om,SVS
swart,BS
gebore,VTHOG
te,UPI
word,VTUOP
",",ZM
gelykstaande,ASP
was,VVHOK
aan,SVS
om,SVS
'n,LO
lewenslange,ASA
vloek,NSE
te,UPI
erf,VTHOG
.,ZE
"""",ZPR
,
besit,NA
van,SVS
gesteelde,ASA
goedere,NSM
,
jou,PTEB
onderneming,NSE
se,UPS
handelsnaam,NSE
,
die,LB
doen,NA
en,KN
late,NA
van,SVS
hierdie,PA
30,RS
000,RS
individue,NSM
sal,VTUOM
oor,SVS
'n,LO
lang,ASA
tydperk,NSE
gevolg,VVHOG
word,VTUOP
om,SVS
ons,PEMB
begrip,NA
van,SVS
sake,NSM
soos,UPV
migrasie,NA
",",ZM
skuiwe,NSM
in,SVS
die,LB
arbeidsmark,NSE
",",ZM
mobiliteit,NA
tussen,SVS
generasies,NSM
onderling,BS
en,KN
huishoudelike,ASA
inligting,NM
en,KN
ontbinding,NA
te,UPI
verhoog,VTHOG
.,ZE
,
indien,KO
jy,PTENP
getroud,VVHOG
is,VVUOP
nadat,KO
die,LB
wet,NSE
in,SVS
werking,NA
getree,VVHOO
het,VUOT
",",ZM
moet,VTUOM
jy,PTENP
jou,PTEB
huwelik,NSE
binne,SVS
drie,THAB
maande,NSM
na,SVS
die,LB
huwelik,NSE
registreer,VTHOG
.,ZE
,
voortgaan,VTHSO
met,SVS
die,LB
proses,NSE
om,SVS
ons,PEMB
intelligensieagentskappe,NSM
verder,BV
te,UPI
bemagtig,VTHOG
",",ZM
en,KN
sorg,VTHOG
dat,KO
hulle,PDMB
werksaamhede,NSM
te,UPI
alle,THAO
tye,NSM
binne,SVS
die,LB
raamwerk,NSE
van,SVS
ons,PEMB
grondwet,NSE
en,KN
landswette,NSM
val,VTHOO
.,ZE
,
dit,PDOENP
maak,VTHOG
nie,BS
saak,NSE
watter,PB
assesseringskodes,NSM
gebruik,VTHOG
word,VTUOP
nie,UPO
",",ZM
terugvoering,NA
is,VTHOK
altyd,BS
doeltreffender,AVP
wanneer,PB
dit,PDOENP
met,SVS
skriftelike,ASA
kommentaar,NSE
gekombineer,VVHOG
word,VTUOP
.,ZE
,
een,THAB
van,UPD
die,LB
mees,BO
kritieke,ASA
vraagstukke,NSM
waaraan,PB
ons,PEMP
in,SVS
hierdie,PA
verband,NSE
aandag,NA
sal,VTUOM
gee,VTHOG
",",ZM
is,VTHOK
om,SVS
onderhandelings,NSM
oor,SVS
die,LB
wêreldhandelsorganisasie,NSE
se,UPS
doha-ontwikkelingsrondte,NSE
so,BS
spoedig,BS
moontlik,ASP
te,UPI
hervat,VTHOG
.,ZE
,
teen,SVS
'n,LO
gemiddeld,NSE
van,SVS
meer,THBO
as,KO
"4,5%",RS
was,VVHOK
die,LB
groeikoers,NSE
van,SVS
ons,PEMB
ekonomie,NSE
oor,SVS
die,LB
afgelope,ASA
twee-en-'n-half,THAB
jaar,NSE
die,LB
hoogste,AOP
sedert,SVS
ons,PEMP
in,SVS
1994,RS
'n,LO
demokrasie,NSE
tot,SVS
stand,NA
gebring,VVHOO
het,VUOT
.,ZE
,
assesseringstandaarde,NSM
word,VTUOP
vir,SVS
elke,PO
graad,NSE
omskryf,VTHOG
en,KN
beskryf,VTHOG
die,LB
diepte,NSE
en,KN
wydte,NSE
van,SVS
wat,PB
leerders,NSM
behoort,VTUOM
te,UPI
weet,VTHOG
en,KN
waartoe,PB
hulle,PDMP
in,SVS
staat,NSE
moet,VTUOM
wees,VTHOK
.,ZE
,
ons,PEMB
afgryse,NA
met,SVS
die,LB
onlangse,ASA
eskalasie,NSE
van,SVS
die,LB
konflik,NA
en,KN
massiewe,ASA
lewensverlies,NSE
van,SVS
veral,BS
burgerlikes,NSM
-,ZM
insluitend,SVS
kinders,NSM
",",ZM
vroue,NSM
en,KN
bejaardes,NSM
-,ZM
kan,VTUOM
nie,BS
in,SVS
woorde,NSM
uitgedruk,VVHOG
word,VTUOP
nie,UPO
.,ZE
,
'n,LO
handelsmerk,NSE
is,VTHOK
'n,LO
handelsnaam,NSE
",",ZM
'n,LO
slagspreuk,NSE
of,KN
'n,LO
logo,NSE
.,ZE
,
gratis,ASA
basiese,ASA
munisipale,ASA
dienste,NSM
is,VTHOK
dienste,NSM
wat,PB
die,LB
regering,NSE
aan,SVS
arm,ASA
huishoudings,NSM
verskaf,VTHOG
sonder,SVS
dat,KO
hulle,PDMP
daarvoor,PB
hoef,VTUOM
te,UPI
betaal,VTHOG
.,ZE
,
ons,PEMP
sal,VTUOM
ook,BS
gedurende,SVS
hierdie,PA
jaar,NSE
die,LB
wetsontwerpe,NSM
ten,SVS
opsigte,NSM
van,SVS
die,LB
transformasie,NSE
van,SVS
die,LB
regbank,NSE
verwerk,VTHOG
",",ZM
in,SVS
samewerking,NA
met,SVS
regters,NSM
en,KN
magistrate,NSM
",",ZM
en,KN
die,LB
strategie,NSE
ten,SVS
opsigte,NSM
van,SVS
verskerpte,ASA
grensbeheer,NA
en,KN
sekuriteit,NA
sal,VTUOM
afgehandel,VVHOG
word,VTUOP
.,ZE
,
areas,NSM
wat,PB
ondersteuning,NA
benodig,VTHOG
;,ZM
,
indien,KO
die,LB
laaste,TRAO
dag,NSE
vir,SVS
betaling,NSE
op,SVS
'n,LO
openbare,ASA
vakansiedag,NSE
of,KN
oor,SVS
die,LB
naweek,NSE
val,VTHOO
",",ZM
moet,VTUOM
betaling,NSE
op,SVS
die,LB
laaste,TRAO
werksdag,NSE
voor,SVS
die,LB
openbare,ASA
vakansiedag,NSE
of,KN
naweek,NSE
geskied,VTHOO
.,ZE
,
teen,SVS
die,LB
einde,NSE
van,SVS
graad,NSE
9,RS
behoort,VTUOM
hierdie,PA
leerders,NSM
hul,PDMB
huis-,RWD
en,KN
eerste,TRAB
addisionele,ASA
taal,NSE
doeltreffend,BS
en,KN
vrymoedig,BS
vir,SVS
verskeie,ASA
doeleindes,NSM
",",ZM
asook,KN
vir,SVS
leer,NA
",",ZM
te,UPI
gebruik,VTHOG
.,ZE
,
dit,PDOENP
is,VTHOK
van,SVS
toepassing,NSE
op,SVS
geletterdheidsvlakke,NSM
",",ZM
bruto,ASA
inskrywing,NSE
aan,SVS
skole,NSM
",",ZM
en,KN
die,LB
koers,NSE
van,SVS
deelname,NA
aan,SVS
tersiêre,ASA
onderrig,NA
.,ZE
,
indien,KO
die,LB
vereniging,NSE
of,KN
voorlopige,ASA
vereniging,NSE
skriftelik,BS
by,SVS
die,LB
direkteur-generaal,NSE
daarom,PB
aansoek,NSE
doen,VTHOG
",",VTHOG
kan,VTUOM
hy,PDHENP
of,KN
sy,PDVENP
die,LB
vereniging,NSE
of,KN
voorlopige,ASA
vereniging,NSE
deregistreer,VTHOG
indien,KO
hy,PDHENP
of,KN
sy,PDVENP
tevrede,ASP
is,VTHOK
dat,KO
,
die,LB
assesseringskodes,NSM
wat,PB
deur,SVS
die,LB
provinsie,NSE
bepaal,VTHOG
is,VVUOP
;,ZM
,
die,LB
attestering,NA
of,KN
waarmerking,NA
van,SVS
dokumente,NSM
is,VTHOK
'n,LO
proses,NSE
waarin,PB
handtekeninge,NSM
geverifieer,VVHOG
word,VTUOP
",",ZM
en,KN
beteken,VTHOG
dat,KO
amptelike,ASA
dokumente,NSM
onderteken,VTHOG
en,KN
van,SVS
'n,LO
seël,NSE
voorsien,VTHOG
word,VTUOP
",",ZM
en,KN
dat,KO
een,THAB
van,UPD
twee,THAB
sertifikate,NSM
daarby,PB
aangeheg,VVHOG
word,VTUOP
:,ZM
óf,KN
'n,LO
apostilsertifikaat,NSE
(,ZPL
indien,KO
lande,NSM
party,THAO
is,VTHOK
tot,SVS
die,LB
haagse,ASA
konvensie,NSE
van,SVS
5,RS
oktober,NEE
1961,RS
is,VTHOK
),ZPR
",",ZM
óf,KN
'n,LO
egtheidsertifikaat,NSE
(,ZPL
indien,KO
lande,NSM
nie,BS
ondertekenaars,NSM
van,SVS
die,LB
haagse,ASA
konvensie,NSE
is,VTHOK
nie,UPO
),ZPR
.,ZE
,
provinsiale,ASA
departemente,NSM
wat,PB
vir,SVS
plaaslike,ASA
regering,NSE
verantwoordelik,ASP
is,VTHOK
en,KN
premierskantore,NSM
se,UPS
kapasiteit,NSE
